"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"14807",14807,"CMM400","CM1038","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","440912,3","260197,7925","585,764","0","0,23","83,4555","0","5,405","58,6845","2,944","0,322","0,414","4,531","0,322","0","0","0,3565","6,9","143,75","51,75","0","0","0","343,85","0","623,3","0","0","0","0","0","0","2,484","0","0","0","4,6","4,6","0"
"14810",14810,"CMM1128","CM48","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","430539,99","262366,06","606,7745","0","0,2875","79,419","0","6,6355","58,5235","5,1865","0,1955","0,69","4,3585","0,1725","0","0","0,368","33,35","149,5","23","0","0","0","815,35","0","259,9","0","0","0","0","0","0","1,472","0","0","3,772","0","4,6","0"
"14811",14811,"CMM1129","CM49","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","431390,9785","265329,0235","647,3465","0","0,8625","84,456","0","5,2325","0","2,3115","0","0","0","0","0","0","0,299","9,2","0","0","0","0","0","0","0","493,35","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14812",14812,"CMM1129","CM49","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","431390,9785","265329,0235","647,3465","0","0,8625","79,051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14813",14813,"CMM1130","CM50","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","431731,827","268268,55","682,755","0","0,8625","86,319","0","5,2325","0","3,6455","0","0","0","0","0","0","0,3795","11,5","0","0","0","0","0","0","0","916,55","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14814",14814,"CMM1130","CM50","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","431731,827","268268,55","682,755","0","0,8625","78,568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14816",14816,"CMM1136","CM56","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","438882,8145","260218,3315","584,89","0","0,345","82,202","0","5,7155","58,8455","2,9325","0,4945","0,4025","4,439","0,23","0","0","0,391","18,4","123,05","34,5","0","0","0","301,3","0","838,35","0","0","0","0","0","0","1,909","0","0","0","5,75","4,6","0"
"14820",14820,"CMM1224","CM142","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","439169,9005","263089,985","621,115","0","0,345","79,879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14822",14822,"CMM1226","CM144","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","439394,0125","265014,4295","666,655","0","1,61","43,861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14824",14824,"CMM1227","CM145","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","438781,9365","264464,6375","652,05","0","0,2875","71,8405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14825",14825,"CMM1228","CM146","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","437860,7635","263461,803","643,655","0","0,345","84,6285","0","5,2325","0","2,53","0","0","0","0","0","0","0,391","6,9","0","0","0","0","0","0","0","415,15","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14826",14826,"CMM1228","CM146","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","437860,7635","263461,803","643,655","0","0,345","83,996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14827",14827,"CMM1229","CM147","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","439545,5135","266201,586","679,765","0","0,6325","84,64","0","4,83","0","2,208","0","0","0","0","0","0","0,4025","6,9","0","0","0","0","0","0","0","504,85","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14828",14828,"CMM1229","CM147","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","439545,5135","266201,586","679,765","0","0,6325","83,237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14829",14829,"CMM1230","CM148","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","436865,3695","262994,512","652,28","0","0,5175","79,0165","0","5,635","0","10,143","0","0","0","0","0","0","0,4715","8,05","0","0","0","0","0","0","0","339,25","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14830",14830,"CMM1230","CM148","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","436865,3695","262994,512","652,28","0","0,5175","28,1405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14831",14831,"CMM1231","CM149","MINERALURGIE","SA","G14","","Zone13","44/1991","6,3 mm","439801,607","267186,1355","672,865","0","1,035","79,1315","0","7,245","0","5,6465","0","0","0","0","0","0","0,4715","13,8","0","0","0","0","0","0","0","1036,15","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14833",14833,"CMM1234","CM152","MINERALURGIE","SA","G14","","Zone13","44/1991","6,3 mm","435983,8485","263790,174","640,78","0","0,4025","76,1645","0","6,8425","0","8,257","0","0","0","0","0","0","0,4485","13,8","0","0","0","0","0","0","0","318,55","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14835",14835,"CMM1237","CM155","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","434634,6685","263252,181","638,71","0","0,575","53,2335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14836",14836,"CMM1248","CM166","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","430785,6875","263647,0565","629,74","0","0,23","84,7665","0","6,0375","0","2,1965","0","0","0","0","0","0","0,3105","9,2","0","0","0","0","0","0","0","793,5","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14840",14840,"CMM1256","CM174","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","431290,687","267055,5185","675,74","0","0,575","86,802","0","5,2325","0","3,634","0","0","0","0","0","0","0,4255","9,2","0","0","0","0","0","0","0","316,25","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14841",14841,"CMM1256","CM174","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","431290,687","267055,5185","675,74","0","0,575","77,3605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14842",14842,"CMM1257","CM175","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","432054,494","268432,425","676,2","0","0,6325","85,721","0","5,2325","0","3,772","0","0","0","0","0","0","0,46","10,35","0","0","0","0","0","0","0","2875","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14843",14843,"CMM1257","CM175","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","432054,494","268432,425","676,2","0","0,6325","82,9725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14844",14844,"CMM1259","CM177","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","432612,727","262464,845","616,285","0","0,345","82,823","0","5,221","59,0065","3,7145","0,1265","0,529","4,5425","0,2415","0","0","0,3335","5,75","187,45","26,45","0","0","0","623,3","0","493,35","0","0","0","0","0","0","1,9435","0","0","2,254","0","4,6","0"
"14845",14845,"CMM1264","CM182","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","440840,586","263642,422","621","0","0,345","80,7415","0","6,44","0","3,3235","0","0","0","0","0","0","0,414","9,2","0","0","0","0","0","0","0","2058,5","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14846",14846,"CMM1264","CM182","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","440840,586","263642,422","621","0","0,345","67,2405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14848",14848,"CMM1266","CM184","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","439701,9825","264104,1355","639,17","0","1,5525","75,762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14849",14849,"CMM1267","CM185","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","437947,692","264837,1225","661,825","0","0,575","81,397","0","5,635","0","5,9225","0","0","0","0","0","0","0,6555","8,05","0","0","0","0","0","0","0","419,75","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14850",14850,"CMM1267","CM185","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","437947,692","264837,1225","661,825","0","0,575","49,68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14851",14851,"CMM1269","CM187","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","435805,4375","262598,4865","635,835","0","0,6325","82,9265","0","5,8305","59,6505","1,9665","0,23","0,368","4,462","0,2415","0","0","0,3565","5,75","204,7","18,4","0","0","0","722,2","0","515,2","0","0","0","0","0","0","2,1045","0","0","1,311","0","4,6","0"
"14852",14852,"CMM1270","CM188","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","433886,4095","262599,188","624,795","0","0,23","86,342","0","5,037","0","2,7025","0","0","0","0","0","0","0,345","9,2","0","0","0","0","0","0","0","678,5","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14854",14854,"CMM1295","CM10","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","435432,228","262058,4465","620,7355","0","0,46","86,158","0","4,4735","60,2945","1,3685","0,1265","0,322","4,7955","0,1955","0","0","0,3335","9,2","169,05","26,45","0","0","0","548,55","0","2875","0","0","0","0","0","0","1,5295","0","0","0,851","0","4,6","0"
"14855",14855,"CMM1332","CM241","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","430851,295","261697,45","601,795","0","0,2875","83,628","0","4,2665","58,2015","3,6455","0,368","0,506","4,7955","0,161","0","0","0,322","5,75","100,05","26,45","0","0","0","764,75","0","308,2","0","0","0","0","0","0","1,357","0","0","2,3","0","4,6","0"
"14856",14856,"CMM1333","CM242","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","431975,19","261681,12","594,32","0","0,4025","84,548","0","4,6805","59,6505","2,2425","0,1955","0,437","4,7955","0,1725","0","0","0,3565","27,6","156,4","26,45","0","0","0","655,5","0","2195,35","0","0","0","0","0","0","1,541","0","0","1,2305","0","4,6","0"
"14857",14857,"CMM1334","CM243","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","433127,375","261712,745","606,74","0","0,23","84,203","0","4,6805","59,3285","2,8175","0,2185","0,437","4,738","0,1725","0","0","0,345","12,65","132,25","20,7","0","0","0","563,5","0","308,2","0","0","0","0","0","0","1,6445","0","0","1,9665","0","4,6","0"
"14860",14860,"CMM1337","CM246","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","436570,935","261693,195","626,865","0","0,2875","79,465","0","5,29","57,0745","4,945","0,506","0,713","4,485","0,2645","0","0","0,414","11,5","167,9","28,75","0","0","0","432,4","0","408,25","0","0","0","0","0","0","2,001","0","0","2,645","0","4,6","0"
"14861",14861,"CMM1338","CM247","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","437715,7945","261704,0855","601,91","0","0,345","83,053","0","2,6565","59,0065","2,9325","0,253","0,3795","4,462","0,2185","0","0","0,3795","13,8","151,8","28,75","0","0","0","301,3","0","335,8","0","0","0","0","0","0","1,8055","0","0","0","5,75","4,6","0"
"14862",14862,"CMM1340","CM249","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","440035,7125","261682,6035","596,965","0","0,2875","79,7985","0","5,7155","57,3965","4,347","0,184","0,4025","4,3355","0,276","0","0","0,4255","5,75","136,85","31,05","0","0","0","216,2","0","718,75","0","0","0","0","0","0","1,8975","0","0","0","4,6","4,6","0"
"14863",14863,"CMM1341","CM250","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","441175,2705","261678,0955","596,16","0","0,2875","81,719","0","5,52","58,8455","1,3915","0,5175","0,2645","4,2895","0,2875","0","0","0,345","6,9","144,9","36,8","660,1","224,25","0","269,1","0","5750","0","0","0","0","0","0","2,185","0","0","0","5,75","4,6","0"
"14864",14864,"CMM1401","CM306","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","440661,186","262639,967","609,615","0","0,575","80,477","0","5,4395","0","7,659","0","0","0","0","0","0","0,3565","8,05","0","0","0","0","0","0","0","616,4","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14866",14866,"CMM1402","CM307","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","439514,544","262620,417","627,095","0","0,4025","83,2255","0","5,635","0","3,5535","0","0","0","0","0","0","0,368","8,05","0","0","0","0","0","0","0","1140,8","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14870",14870,"CMM1404","CM309","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","437174,777","262620,1755","644,46","0","0,23","83,1335","0","5,2325","0","5,06","0","0","0","0","0","0","0,391","13,8","0","0","0","0","0","0","0","394,45","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14872",14872,"CMM1405","CM310","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","434834,665","262619,06","622,61","0","0,46","85,8935","0","5,2325","0","2,6335","0","0","0","0","0","0","0,3335","6,9","0","0","0","0","0","0","0","328,9","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14874",14874,"CMM1407","CM312","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","430273,19","262660,345","610,65","0","0,69","83,398","0","5,221","59,0065","2,576","0,299","0,4715","4,5885","0,2415","0","0","0,391","6,9","163,3","33,35","0","0","0","591,1","0","553,15","0","0","0","0","0","0","2,001","0","0","1,5065","0","4,6","0"
"14875",14875,"CMM1409","CM314","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","433179,815","263665,56","628,36","0","0,345","86,3075","0","5,635","0","2,231","0","0","0","0","0","0","0,2645","8,05","0","0","0","0","0","0","0","700,35","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14876",14876,"CMM1409","CM314","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","433179,815","263665,56","628,36","0","0,345","85,583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14877",14877,"CMM1412","CM317","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","440070,73","263647,275","631,005","0","0,345","85,8015","0","6,2445","0","0,851","0","0","0","0","0","0","0,322","11,5","0","0","0","0","0","0","0","1131,6","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14878",14878,"CMM1412","CM317","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","440070,73","263647,275","631,005","0","0,345","82,6965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14879",14879,"CMM1415","CM320","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","439421,67","264630,18","655,96","0","0,6325","84,824","0","5,037","0","1,8515","0","0","0","0","0","0","0,391","6,9","0","0","0","0","0","0","0","718,75","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14880",14880,"CMM1415","CM320","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","439421,67","264630,18","655,96","0","0,6325","75,3135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14881",14881,"CMM1416","CM321","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","438274,43","264641,22","665,16","0","0,4025","82,7885","0","5,2325","0","5,1405","0","0","0","0","0","0","0,4255","9,2","0","0","0","0","0","0","0","334,65","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14883",14883,"CMM1418","CM323","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","431398,12","264635,7","629,165","0","0,345","85,399","0","4,83","0","2,7025","0","0","0","0","0","0","0,2185","13,8","0","0","0","0","0","0","0","356,5","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14885",14885,"CMM1419","CM324","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","430245,36","264660,08","637,675","0","0,2875","86,2385","0","4,4275","0","3,726","0","0","0","0","0","0","0,3335","8,05","0","0","0","0","0","0","0","349,6","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14886",14886,"CMM1419","CM324","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","430245,36","264660,08","637,675","0","0,2875","79,58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14890",14890,"CMM1424","CM329","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","440037,725","265639,42","665,275","0","0,805","74,5315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14891",14891,"CMM1425","CM330","MINERALURGIE","SA","G14","","Zone13","44/1991","6,3 mm","439409,71","266638,77","676,43","0","1,035","86,5145","0","5,2325","0","2,668","0","0","0","0","0","0","0,322","13,8","0","0","0","0","0","0","0","589,95","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14892",14892,"CMM1426","CM331","MINERALURGIE","SA","G14","","Zone13","44/1991","6,3 mm","438261,32","266650,385","665,39","0","0,46","87,8025","0","5,2325","0","3,4845","0","0","0","0","0","0","0,3335","14,95","0","0","0","0","0","0","0","251,85","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14893",14893,"CMM1714","CM580","MINERALURGIE","SA","G14","","Zone12","35-91","6,3 mm","438966,753","263734,0195","631,695","0","0,23","86,8135","0","5,635","0","1,2535","0","0","0","0","0","0","0,3335","11,5","0","0","0","0","0","0","0","658,95","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14894",14894,"CMM1714","CM580","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","438966,753","263734,0195","631,695","0","0,23","79,5915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14895",14895,"CMM1716","CM582","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","444151,942","260678,4465","591,928","0","0,2875","81,512","0","5,106","58,8455","2,829","0,1495","0,5405","4,3815","0,299","0","0","0,414","11,5","124,2","24,15","504,85","220,8","0","420,9","0","431,25","0","0","0","0","0","0","2,346","0","0","0","3,45","4,6","0"
"14896",14896,"CMM1717","CM583","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","442959,737","260683,1155","600,4955","0","0,345","82,202","0","5,9225","59,6505","1,7135","0,1955","0,3105","4,3125","0,2645","0","0","0,4025","3,45","113,85","37,95","0","0","0","218,5","0","1773,3","0","0","0","0","0","0","1,978","0","0","0","3,45","4,6","0"
"14898",14898,"CMM1719","CM585","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","440634,2875","260711,509","588,7885","0","0,2875","81,9605","0","5,52","59,1675","1,886","0,1955","0,345","4,393","0,253","0","0","0,46","12,65","156,4","34,5","0","0","0","262,2","0","2348,3","0","0","0","0","0","0","2,185","0","0","0","4,6","4,6","0"
"14899",14899,"CMM1720","CM586","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","439498,7085","260723,8945","583,4755","0","0,23","82,892","0","5,52","59,6505","1,8515","0,414","0,2645","4,393","0,253","0","0","0,3565","10,35","127,65","33,35","0","0","0","205,85","0","2083,8","0","0","0","0","0","0","1,909","0","0","0","5,75","4,6","0"
"14900",14900,"CMM1721","CM587","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","438351,25","260741,984","590,157","0","0,345","80,5805","0","5,6235","58,0405","2,553","0,736","0,368","4,4045","0,299","0","0","0,4485","10,35","170,2","39,1","0","0","0","437","0","2768,05","0","0","0","0","0","0","2,07","0","0","1,633","0","4,6","0"
"14901",14901,"CMM1722","CM588","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","437198,4555","260724,3315","615,0315","0","0,23","78,384","0","5,8305","56,7525","6,072","0,2185","0,7705","4,278","0,2645","0","0","0,46","13,8","136,85","28,75","0","0","0","652,05","0","439,3","0","0","0","0","0","0","2,093","0","0","3,6685","0","4,6","0"
"14902",14902,"CMM1817","CM1817","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","433449,8925","265145,3225","645,955","0","0,46","86,319","0","4,4275","0","3,4155","0","0","0","0","0","0","0,414","11,5","0","0","0","0","0","0","0","695,75","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14904",14904,"CMM1820","CM1820","MINERALURGIE","SA","G14","","Zone13","44/1991","6,3 mm","434860,3215","266818,538","667,345","0","0,8625","87,9635","0","4,7265","0","2,415","0","0","0","0","0","0","0,46","10,35","0","0","0","0","0","0","0","1302,95","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14905",14905,"CMM1823","CM1823","MINERALURGIE","SA","G14","","Zone15","406/2003","6,3 mm","436960,8425","261806,585","616,4","0","0,23","82,455","0","5,8305","59,0065","2,3115","0,161","0,4025","4,6345","0,3105","0","0","0,437","6,9","190,9","21,85","0","0","0","571,55","0","417,45","0","0","0","0","0","0","2,139","0","0","1,38","0","4,6","0"
"14906",14906,"CMM1826","CM1826","MINERALURGIE","SA","G14","","Zone12","408/2003","6,3 mm","441290,144","261833,104","597,356","0","0,575","79,488","0","5,405","57,0745","6,5205","0,322","0,529","4,416","0,276","0","0","0,4255","8,05","131,1","36,8","0","0","0","378,35","0","886,65","0","0","0","0","0","0","2,1045","0","0","0","4,6","4,6","0"
"14907",14907,"CMM1831","CM1831","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","431695,947","266987,8985","674,705","0","0,9775","85,123","0","4,83","0","3,3695","0","0","0","0","0","0","0,4485","8,05","0","0","0","0","0","0","0","7187,5","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14910",14910,"CMM1832","CM1832","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","438070,5005","264747,0315","664,9875","0","0,345","77,418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14911",14911,"CMM1833","CM1833","MINERALURGIE","SA","G14","","Zone15","35-91","6,3 mm","436342,476","263672,575","643,5975","0","0,23","80,155","0","4,83","0","7,958","0","0","0","0","0","0","0,4485","5,75","0","0","0","0","0","0","0","447,35","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14912",14912,"CMM1833","CM1833","MINERALURGIE","SA","G14","","Zone15","35-91","10 mm et 6,3 mm","436342,476","263672,575","643,5975","0","0,23","83,398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14913",14913,"CMM1834","CM1834","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm","432831,9745","263271,938","621,805","0","0,575","81,903","0","4,4275","0","6,256","0","0","0","0","0","0","0,184","8,05","0","0","0","0","0","0","0","328,9","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14914",14914,"CMM1834","CM1834","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","432831,9745","263271,938","621,805","0","0,575","53,7395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14916",14916,"CMM1835","CM1835","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","438254,9375","263002,907","622,955","0","0,345","59,3055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14920",14920,"CMM1838","CM1838","MINERALURGIE","SA","G14","","Zone14","44/1991","6,3 mm et 10 mm","430569,89","265199,246","647,45","0","0,7475","74,0945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14922",14922,"CMM1839","CM1839","MINERALURGIE","SA","G14","","Zone12","35-91","10 mm et 6,3 mm","440190,4105","265475,6025","658,605","0","0,5175","57,73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"14924",14924,"CMM266","CM905","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm et 10 mm","430274,8","263683,5","627,0835","0","0,92","83,3635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14925",14925,"CMM270","CM909","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","435737,3","263185,55","644,2875","0","0,9775","83,536","0","6,0375","0","2,7255","0","0","0","0","0","0","0,368","8,05","0","0","0","0","0","0","0","900,45","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14926",14926,"CMM270","CM909","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","435737,3","263185,55","644,2875","0","0,9775","64,8485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14927",14927,"CMM271","CM910","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm","435162,3","263185,55","633,5695","0","0,5175","86,2615","0","4,6345","0","2,116","0","0","0","0","0","0","0,3335","10,35","0","0","0","0","0","0","0","388,7","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14928",14928,"CMM271","CM910","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm et 10 mm","435162,3","263185,55","633,5695","0","0,5175","83,8005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
